Date,Description,Category,Amount,Balance,Type
2024-03-20,Internet Recharge,Utilities,-5344,-287305,Debit
2024-07-23,ATM Withdrawal,Cash,-162,-287467,Debit
2024-10-23,YouTube Premium,Entertainment,-6270,-293737,Debit
2024-08-21,Cash Deposit,Cash,-5399,-299136,Debit
2025-04-17,FD Interest,Savings Interest,3813,-295323,Credit
2024-03-05,Doctor Visit,Health,-8337,-303660,Debit
2024-09-25,Received from Rahul,Transfer,-7414,-311074,Debit
2024-04-07,Medical Store,Health,-1825,-312899,Debit
2024-06-10,Flipkart Order,Shopping,-4346,-317245,Debit
2024-03-26,Water Bill,Utilities,-8691,-325936,Debit
2024-12-26,Freelance Payment,Income,6342,-319594,Credit
2025-02-15,Water Bill,Utilities,-8653,-328247,Debit
2024-12-20,YouTube Premium,Entertainment,-937,-329184,Debit
2024-12-24,Electronics,Shopping,-7628,-336812,Debit
2024-04-25,Flipkart Order,Shopping,-3940,-340752,Debit
2024-11-10,Electricity Bill,Utilities,-4450,-345202,Debit
2024-11-22,Cash Deposit,Cash,-5963,-351165,Debit
2024-10-24,Water Bill,Utilities,-241,-351406,Debit
2025-01-11,UPI to Friend,Transfer,-7700,-359106,Debit
2024-03-04,Electronics,Shopping,-1821,-360927,Debit
2024-03-25,Medical Store,Health,-3453,-364380,Debit
2024-02-05,YouTube Premium,Entertainment,-5801,-370181,Debit
2024-05-21,Spotify,Entertainment,-8141,-378322,Debit
2024-10-11,Interest Credit,Savings Interest,9421,-368901,Credit
2024-09-03,Water Bill,Utilities,-6022,-374923,Debit
2024-11-25,Doctor Visit,Health,-7092,-382015,Debit
2024-09-11,ATM Withdrawal,Cash,-5728,-387743,Debit
2025-01-10,Electronics,Shopping,-1374,-389117,Debit
2024-03-20,Refund,Income,6356,-382761,Credit
2024-01-17,Movie Tickets,Entertainment,-8476,-391237,Debit
2024-03-12,Interest Credit,Savings Interest,816,-390421,Credit
2024-03-30,Train Ticket,Transport,-4348,-394769,Debit
2024-03-17,Cash Deposit,Cash,-5446,-400215,Debit
2024-02-27,Petrol,Transport,-9557,-409772,Debit
2024-06-07,Cafe Coffee Day,Food,-8738,-418510,Debit
2025-04-06,FD Interest,Savings Interest,19920,-398590,Credit
2025-02-12,FD Interest,Savings Interest,21675,-376915,Credit
2024-05-23,FD Interest,Savings Interest,24466,-352449,Credit
2024-01-09,FD Interest,Savings Interest,26618,-325831,Credit
2024-12-20,Spotify,Entertainment,-8514,-334345,Debit
2024-07-24,Interest Credit,Savings Interest,16437,-317908,Credit
2025-03-13,Received from Rahul,Transfer,-8978,-326886,Debit
2025-03-22,Medical Store,Health,-1981,-328867,Debit
2024-01-02,Train Ticket,Transport,-8556,-337423,Debit
2024-02-22,ATM Withdrawal,Cash,-6773,-344196,Debit
2024-06-13,Bonus,Income,15910,-328286,Credit
2024-09-07,ATM Withdrawal,Cash,-6476,-334762,Debit
2025-03-19,Movie Tickets,Entertainment,-4827,-339589,Debit
2024-01-11,Internet Recharge,Utilities,-768,-340357,Debit
2025-01-25,Interest Credit,Savings Interest,8712,-331645,Credit
2024-05-02,Doctor Visit,Health,-8619,-340264,Debit
2024-03-11,Internet Recharge,Utilities,-7739,-348003,Debit
2024-07-20,Myntra Shopping,Shopping,-1444,-349447,Debit
2025-04-11,FD Interest,Savings Interest,15863,-333584,Credit
2024-04-29,Refund,Income,19427,-314157,Credit
2024-05-01,Internet Recharge,Utilities,-1794,-315951,Debit
2025-01-17,Freelance Payment,Income,4876,-311075,Credit
2024-02-28,Uber Ride,Transport,-2234,-313309,Debit
2024-11-12,Amazon Purchase,Shopping,-2729,-316038,Debit
2024-07-06,Cash Deposit,Cash,-8896,-324934,Debit
2024-07-01,Electronics,Shopping,-6523,-331457,Debit
2024-09-06,Bonus,Income,6582,-324875,Credit
2024-02-18,Petrol,Transport,-9343,-334218,Debit
2024-07-26,Cafe Coffee Day,Food,-8258,-342476,Debit
2024-09-30,ATM Withdrawal,Cash,-8739,-351215,Debit
2024-04-18,Swiggy,Food,-903,-352118,Debit
2025-05-09,ATM Withdrawal,Cash,-2742,-354860,Debit
2024-11-18,ATM Withdrawal,Cash,-1905,-356765,Debit
2024-10-25,Interest Credit,Savings Interest,12330,-344435,Credit
2025-02-06,Amazon Purchase,Shopping,-7914,-352349,Debit
2025-01-29,Spotify,Entertainment,-9719,-362068,Debit
2024-03-08,Uber Ride,Transport,-1550,-363618,Debit
2024-07-07,FD Interest,Savings Interest,2292,-361326,Credit
2024-10-24,ATM Withdrawal,Cash,-7490,-368816,Debit
2025-02-04,Water Bill,Utilities,-4588,-373404,Debit
2025-02-15,Myntra Shopping,Shopping,-9668,-383072,Debit
2024-11-09,ATM Withdrawal,Cash,-4684,-387756,Debit
2025-01-07,Uber Ride,Transport,-1100,-388856,Debit
2025-04-17,Restaurant Bill,Food,-6193,-395049,Debit
2025-01-26,ATM Withdrawal,Cash,-9156,-404205,Debit
2024-07-23,Electricity Bill,Utilities,-9878,-414083,Debit
2025-04-17,Medical Store,Health,-5083,-419166,Debit
2024-01-02,Electricity Bill,Utilities,-5832,-424998,Debit
2024-02-10,Interest Credit,Savings Interest,13139,-411859,Credit
2024-02-03,Water Bill,Utilities,-3732,-415591,Debit
2024-01-17,Flipkart Order,Shopping,-3981,-419572,Debit
2025-01-18,Movie Tickets,Entertainment,-6862,-426434,Debit
2024-11-22,Flipkart Order,Shopping,-3489,-429923,Debit
2024-10-07,Doctor Visit,Health,-6281,-436204,Debit
2024-08-10,Electricity Bill,Utilities,-6865,-443069,Debit
2024-11-24,Bank Transfer,Transfer,-9968,-453037,Debit
2025-05-15,Movie Tickets,Entertainment,-5021,-458058,Debit
2025-04-10,Bonus,Income,26029,-432029,Credit
2025-04-09,Doctor Visit,Health,-5803,-437832,Debit
2025-04-21,Bank Transfer,Transfer,-7390,-445222,Debit
2025-01-24,Spotify,Entertainment,-4993,-450215,Debit
2024-10-17,Cash Deposit,Cash,-5783,-455998,Debit
2024-12-28,Interest Credit,Savings Interest,22894,-433104,Credit
2024-04-22,UPI to Friend,Transfer,-207,-433311,Debit
2024-06-28,Movie Tickets,Entertainment,-5773,-439084,Debit
2024-06-05,Bank Transfer,Transfer,-3615,-442699,Debit
2025-02-12,Train Ticket,Transport,-856,-443555,Debit
2025-03-31,Internet Recharge,Utilities,-1794,-445349,Debit
2024-03-19,Movie Tickets,Entertainment,-4788,-450137,Debit
2024-10-02,UPI to Friend,Transfer,-7333,-457470,Debit
2024-07-07,ATM Withdrawal,Cash,-9562,-467032,Debit
2024-10-16,Salary Credit,Income,22588,-444444,Credit
2024-11-22,Bank Transfer,Transfer,-9448,-453892,Debit
2024-01-05,Cash Deposit,Cash,-6809,-460701,Debit
2024-07-29,Movie Tickets,Entertainment,-5482,-466183,Debit
2024-02-01,Flipkart Order,Shopping,-8636,-474819,Debit
2024-07-18,Medical Store,Health,-3897,-478716,Debit
2024-10-09,Swiggy,Food,-7548,-486264,Debit
2024-02-19,Swiggy,Food,-9798,-496062,Debit
2024-07-26,Doctor Visit,Health,-9419,-505481,Debit
2024-03-11,Zomato Order,Food,-5282,-510763,Debit
2024-09-25,Doctor Visit,Health,-1394,-512157,Debit
2025-04-25,Uber Ride,Transport,-4105,-516262,Debit
2024-01-07,Uber Ride,Transport,-5343,-521605,Debit
2024-10-30,Myntra Shopping,Shopping,-5511,-527116,Debit
2024-08-22,ATM Withdrawal,Cash,-4429,-531545,Debit
2025-04-29,Freelance Payment,Income,22664,-508881,Credit
2024-04-13,Cash Deposit,Cash,-2641,-511522,Debit
2024-04-06,Received from Rahul,Transfer,-3396,-514918,Debit
2025-02-21,Electricity Bill,Utilities,-2250,-517168,Debit
2025-03-21,Received from Rahul,Transfer,-6203,-523371,Debit
2025-03-15,Medical Store,Health,-3695,-527066,Debit
2024-12-30,Cafe Coffee Day,Food,-6574,-533640,Debit
2024-11-17,Bank Transfer,Transfer,-418,-534058,Debit
2024-02-27,Electricity Bill,Utilities,-9580,-543638,Debit
2025-05-09,Restaurant Bill,Food,-8567,-552205,Debit
2025-02-04,Water Bill,Utilities,-1458,-553663,Debit
2025-02-16,Salary Credit,Income,1145,-552518,Credit
2024-09-07,FD Interest,Savings Interest,20972,-531546,Credit
2024-05-23,Salary Credit,Income,10988,-520558,Credit
2024-09-08,Spotify,Entertainment,-3498,-524056,Debit
2024-12-24,YouTube Premium,Entertainment,-775,-524831,Debit
2024-01-14,Water Bill,Utilities,-592,-525423,Debit
2024-03-24,Bonus,Income,19984,-505439,Credit
2024-02-03,Bonus,Income,27835,-477604,Credit
2024-05-14,Medical Store,Health,-7951,-485555,Debit
2025-03-01,ATM Withdrawal,Cash,-8257,-493812,Debit
2024-12-04,Cash Deposit,Cash,-789,-494601,Debit
2025-03-18,Amazon Purchase,Shopping,-3466,-498067,Debit
2024-10-31,Movie Tickets,Entertainment,-2663,-500730,Debit
2024-10-27,Bank Transfer,Transfer,-4250,-504980,Debit
2025-04-29,Electricity Bill,Utilities,-1718,-506698,Debit
2024-01-11,Spotify,Entertainment,-265,-506963,Debit
2024-08-07,Spotify,Entertainment,-8237,-515200,Debit
2024-11-14,Cafe Coffee Day,Food,-7862,-523062,Debit
2025-05-03,Doctor Visit,Health,-4208,-527270,Debit
2024-12-09,Spotify,Entertainment,-4636,-531906,Debit
2024-02-14,Cash Deposit,Cash,-7625,-539531,Debit
2025-03-11,Medical Store,Health,-1500,-541031,Debit
2024-04-21,Interest Credit,Savings Interest,2721,-538310,Credit
2024-07-24,Movie Tickets,Entertainment,-8530,-546840,Debit
2024-08-14,Restaurant Bill,Food,-3730,-550570,Debit
2024-03-09,Bank Transfer,Transfer,-362,-550932,Debit
2024-08-17,ATM Withdrawal,Cash,-7524,-558456,Debit
2024-04-06,Water Bill,Utilities,-2964,-561420,Debit
2025-01-13,Swiggy,Food,-6489,-567909,Debit
2024-11-14,Cash Deposit,Cash,-1203,-569112,Debit
2025-04-30,Doctor Visit,Health,-479,-569591,Debit
2024-06-11,Internet Recharge,Utilities,-9106,-578697,Debit
2024-10-06,Zomato Order,Food,-7531,-586228,Debit
2024-12-08,FD Interest,Savings Interest,3636,-582592,Credit
2024-02-08,Bonus,Income,10412,-572180,Credit
2024-03-12,ATM Withdrawal,Cash,-6981,-579161,Debit
2024-10-23,Water Bill,Utilities,-4190,-583351,Debit
2025-01-30,Interest Credit,Savings Interest,7132,-576219,Credit
2024-09-17,Internet Recharge,Utilities,-9802,-586021,Debit
2024-06-19,Zomato Order,Food,-4177,-590198,Debit
2025-02-04,Salary Credit,Income,8316,-581882,Credit
2024-08-02,YouTube Premium,Entertainment,-9442,-591324,Debit
2025-04-28,Flipkart Order,Shopping,-3299,-594623,Debit
2024-10-25,Doctor Visit,Health,-8310,-602933,Debit
2024-10-15,Interest Credit,Savings Interest,21416,-581517,Credit
2024-06-30,Myntra Shopping,Shopping,-7084,-588601,Debit
2024-08-12,Movie Tickets,Entertainment,-5840,-594441,Debit
2024-01-21,Bank Transfer,Transfer,-4846,-599287,Debit
2024-11-13,Spotify,Entertainment,-5207,-604494,Debit
2025-01-20,Interest Credit,Savings Interest,20871,-583623,Credit
2024-09-27,Salary Credit,Income,6178,-577445,Credit
2025-02-08,Received from Rahul,Transfer,-5163,-582608,Debit
2024-06-25,Medical Store,Health,-5851,-588459,Debit
2024-04-04,Interest Credit,Savings Interest,10705,-577754,Credit
2025-01-07,Medical Store,Health,-9926,-587680,Debit
2024-05-21,Electronics,Shopping,-1757,-589437,Debit
2024-12-31,Medical Store,Health,-6090,-595527,Debit
2024-07-12,Flipkart Order,Shopping,-1382,-596909,Debit
2024-02-09,Internet Recharge,Utilities,-4995,-601904,Debit
2024-04-24,Movie Tickets,Entertainment,-7576,-609480,Debit
2025-03-16,Freelance Payment,Income,17270,-592210,Credit
2024-12-17,YouTube Premium,Entertainment,-4489,-596699,Debit
2024-02-07,FD Interest,Savings Interest,20295,-576404,Credit
2024-10-14,Medical Store,Health,-7260,-583664,Debit
2025-01-20,Restaurant Bill,Food,-675,-584339,Debit
2024-03-19,Uber Ride,Transport,-9879,-594218,Debit
2024-11-22,Refund,Income,23923,-570295,Credit
2024-05-07,Myntra Shopping,Shopping,-5095,-575390,Debit
2025-03-11,Doctor Visit,Health,-2025,-577415,Debit
2024-02-02,Spotify,Entertainment,-1028,-578443,Debit
2024-08-19,Electronics,Shopping,-8246,-586689,Debit
2024-12-19,Water Bill,Utilities,-2382,-589071,Debit
2024-01-29,Train Ticket,Transport,-579,-589650,Debit
2024-09-08,Myntra Shopping,Shopping,-7577,-597227,Debit
2024-10-17,Petrol,Transport,-3184,-600411,Debit
2024-09-04,Interest Credit,Savings Interest,16960,-583451,Credit
2025-04-25,Uber Ride,Transport,-3639,-587090,Debit
2024-05-03,Freelance Payment,Income,16965,-570125,Credit
2024-12-24,Bank Transfer,Transfer,-8757,-578882,Debit
2024-01-10,FD Interest,Savings Interest,9508,-569374,Credit
2024-11-18,Swiggy,Food,-349,-569723,Debit
2024-04-07,Movie Tickets,Entertainment,-3467,-573190,Debit
2024-12-20,Swiggy,Food,-9209,-582399,Debit
2025-02-03,Train Ticket,Transport,-9496,-591895,Debit
2024-04-23,Freelance Payment,Income,28601,-563294,Credit
2024-07-21,Zomato Order,Food,-2797,-566091,Debit
2024-04-08,Uber Ride,Transport,-5129,-571220,Debit
2024-02-17,ATM Withdrawal,Cash,-1119,-572339,Debit
2024-12-28,Myntra Shopping,Shopping,-9987,-582326,Debit
2024-11-07,Zomato Order,Food,-6160,-588486,Debit
2025-05-11,Movie Tickets,Entertainment,-3921,-592407,Debit
2024-07-14,Spotify,Entertainment,-3634,-596041,Debit
2025-05-06,Electricity Bill,Utilities,-5659,-601700,Debit
2024-07-02,Electricity Bill,Utilities,-8224,-609924,Debit
2025-02-11,FD Interest,Savings Interest,7906,-602018,Credit
2025-04-08,Spotify,Entertainment,-7989,-610007,Debit
2024-07-10,Freelance Payment,Income,8189,-601818,Credit
2025-04-23,Doctor Visit,Health,-2754,-604572,Debit
2024-07-02,Spotify,Entertainment,-8651,-613223,Debit
2024-01-12,Received from Rahul,Transfer,-8251,-621474,Debit
2024-07-12,Amazon Purchase,Shopping,-5718,-627192,Debit
2024-03-02,Electricity Bill,Utilities,-9910,-637102,Debit
2025-01-03,Swiggy,Food,-6954,-644056,Debit
2024-12-09,Restaurant Bill,Food,-8747,-652803,Debit
2024-08-24,Bonus,Income,19148,-633655,Credit
2024-06-01,Bonus,Income,7950,-625705,Credit
2024-05-20,Myntra Shopping,Shopping,-7288,-632993,Debit
2025-02-10,Cash Deposit,Cash,-3047,-636040,Debit
2024-08-06,Internet Recharge,Utilities,-6016,-642056,Debit
2025-04-04,Water Bill,Utilities,-9131,-651187,Debit
2024-10-10,Bonus,Income,4224,-646963,Credit
2024-05-09,Movie Tickets,Entertainment,-1312,-648275,Debit
2025-03-24,Medical Store,Health,-5055,-653330,Debit
2024-04-05,Petrol,Transport,-9896,-663226,Debit
2024-09-16,Restaurant Bill,Food,-9883,-673109,Debit
2025-02-22,ATM Withdrawal,Cash,-5560,-678669,Debit
2024-05-18,Medical Store,Health,-5607,-684276,Debit
2024-09-15,Amazon Purchase,Shopping,-9554,-693830,Debit
2024-10-17,Spotify,Entertainment,-3958,-697788,Debit
2024-07-23,Refund,Income,25260,-672528,Credit
2024-05-31,Swiggy,Food,-8841,-681369,Debit
2024-01-29,Internet Recharge,Utilities,-1936,-683305,Debit
2025-01-01,Spotify,Entertainment,-6821,-690126,Debit
2025-01-28,FD Interest,Savings Interest,8366,-681760,Credit
2025-01-05,Train Ticket,Transport,-1781,-683541,Debit
2024-07-04,Bank Transfer,Transfer,-9858,-693399,Debit
2024-12-15,Train Ticket,Transport,-4233,-697632,Debit
2024-11-27,Internet Recharge,Utilities,-9646,-707278,Debit
2024-09-02,Train Ticket,Transport,-3066,-710344,Debit
2024-08-21,Zomato Order,Food,-2132,-712476,Debit
2024-05-28,UPI to Friend,Transfer,-9777,-722253,Debit
2024-04-22,YouTube Premium,Entertainment,-9182,-731435,Debit
2024-12-25,ATM Withdrawal,Cash,-7427,-738862,Debit
2024-08-25,Movie Tickets,Entertainment,-1978,-740840,Debit
2024-12-17,FD Interest,Savings Interest,9252,-731588,Credit
2024-11-11,Electricity Bill,Utilities,-2509,-734097,Debit
2024-12-22,Water Bill,Utilities,-1106,-735203,Debit
2024-04-13,Zomato Order,Food,-2734,-737937,Debit
2025-03-26,ATM Withdrawal,Cash,-1344,-739281,Debit
2025-05-02,Zomato Order,Food,-3583,-742864,Debit
2024-07-15,Internet Recharge,Utilities,-5428,-748292,Debit
2024-11-01,Cash Deposit,Cash,-2493,-750785,Debit
2024-04-20,Medical Store,Health,-7550,-758335,Debit
2024-06-13,Flipkart Order,Shopping,-3519,-761854,Debit
2024-02-03,YouTube Premium,Entertainment,-5594,-767448,Debit
2024-05-24,Cash Deposit,Cash,-6245,-773693,Debit
2024-12-16,Electricity Bill,Utilities,-9261,-782954,Debit
2024-08-07,Petrol,Transport,-1284,-784238,Debit
2024-05-31,Internet Recharge,Utilities,-4967,-789205,Debit
2024-08-24,Internet Recharge,Utilities,-8054,-797259,Debit
2025-04-07,Electricity Bill,Utilities,-8881,-806140,Debit
2025-01-19,Bank Transfer,Transfer,-7520,-813660,Debit
2024-03-11,Movie Tickets,Entertainment,-1859,-815519,Debit
2024-07-24,Internet Recharge,Utilities,-1941,-817460,Debit
2024-03-29,Cafe Coffee Day,Food,-9355,-826815,Debit
2025-01-14,Interest Credit,Savings Interest,21126,-805689,Credit
2024-10-30,Interest Credit,Savings Interest,20031,-785658,Credit
2025-02-27,Medical Store,Health,-5049,-790707,Debit
2024-12-18,Medical Store,Health,-4819,-795526,Debit
2024-01-21,Uber Ride,Transport,-1692,-797218,Debit
2024-04-23,Train Ticket,Transport,-4224,-801442,Debit
2024-07-13,Water Bill,Utilities,-650,-802092,Debit
2024-03-10,Train Ticket,Transport,-6079,-808171,Debit
2024-04-06,Restaurant Bill,Food,-3051,-811222,Debit
2024-12-16,Doctor Visit,Health,-4275,-815497,Debit
2024-06-19,Electronics,Shopping,-1083,-816580,Debit
2024-04-23,Spotify,Entertainment,-3422,-820002,Debit
2024-01-13,ATM Withdrawal,Cash,-3183,-823185,Debit
2025-04-05,FD Interest,Savings Interest,17660,-805525,Credit
2024-12-17,Uber Ride,Transport,-1383,-806908,Debit
2025-04-13,Movie Tickets,Entertainment,-8310,-815218,Debit
2024-05-20,Swiggy,Food,-5619,-820837,Debit
2025-02-24,Salary Credit,Income,29881,-790956,Credit
2025-02-09,Spotify,Entertainment,-7621,-798577,Debit
2024-02-21,Myntra Shopping,Shopping,-9676,-808253,Debit
2024-01-27,Myntra Shopping,Shopping,-6179,-814432,Debit
2024-03-10,Electricity Bill,Utilities,-3571,-818003,Debit
2024-02-20,Received from Rahul,Transfer,-1744,-819747,Debit
2024-05-15,Spotify,Entertainment,-8979,-828726,Debit
2024-01-30,Train Ticket,Transport,-6665,-835391,Debit
2024-05-05,Interest Credit,Savings Interest,6425,-828966,Credit
2024-05-09,Cash Deposit,Cash,-2178,-831144,Debit
2024-12-29,UPI to Friend,Transfer,-3318,-834462,Debit
2025-02-15,Bank Transfer,Transfer,-4390,-838852,Debit
2024-11-14,Cash Deposit,Cash,-4829,-843681,Debit
2024-11-05,YouTube Premium,Entertainment,-9983,-853664,Debit
2025-02-12,Internet Recharge,Utilities,-2916,-856580,Debit
2024-08-25,Electronics,Shopping,-2566,-859146,Debit
2024-04-09,Restaurant Bill,Food,-1688,-860834,Debit
2025-02-23,Freelance Payment,Income,28242,-832592,Credit
2024-05-21,YouTube Premium,Entertainment,-9274,-841866,Debit
2024-12-22,Spotify,Entertainment,-5433,-847299,Debit
2025-04-30,ATM Withdrawal,Cash,-6729,-854028,Debit
2024-09-15,Electricity Bill,Utilities,-2367,-856395,Debit
2024-06-30,Doctor Visit,Health,-4807,-861202,Debit
2024-05-29,UPI to Friend,Transfer,-8267,-869469,Debit
2024-10-16,Petrol,Transport,-1007,-870476,Debit
2024-07-06,Movie Tickets,Entertainment,-601,-871077,Debit
2024-05-01,Medical Store,Health,-6218,-877295,Debit
2024-02-25,Interest Credit,Savings Interest,17151,-860144,Credit
2024-06-25,Cafe Coffee Day,Food,-3532,-863676,Debit
2025-03-13,Swiggy,Food,-3137,-866813,Debit
2024-11-15,Swiggy,Food,-7196,-874009,Debit
2024-08-02,Freelance Payment,Income,19060,-854949,Credit
2024-05-05,Internet Recharge,Utilities,-165,-855114,Debit
2024-12-13,Myntra Shopping,Shopping,-9532,-864646,Debit
2025-05-11,ATM Withdrawal,Cash,-5032,-869678,Debit
2024-11-13,Interest Credit,Savings Interest,19114,-850564,Credit
2025-04-16,Restaurant Bill,Food,-5137,-855701,Debit
2025-03-17,Electricity Bill,Utilities,-6376,-862077,Debit
2024-06-23,Cash Deposit,Cash,-4487,-866564,Debit
2024-09-21,Cash Deposit,Cash,-4408,-870972,Debit
2024-09-15,Salary Credit,Income,23097,-847875,Credit
2024-08-07,Flipkart Order,Shopping,-5433,-853308,Debit
2024-06-02,Cafe Coffee Day,Food,-131,-853439,Debit
2024-10-26,Interest Credit,Savings Interest,29900,-823539,Credit
2024-04-28,Internet Recharge,Utilities,-2413,-825952,Debit
2024-07-07,Cash Deposit,Cash,-7733,-833685,Debit
2024-05-27,ATM Withdrawal,Cash,-6472,-840157,Debit
2024-05-21,YouTube Premium,Entertainment,-3255,-843412,Debit
2024-12-01,Amazon Purchase,Shopping,-4925,-848337,Debit
2024-04-10,Zomato Order,Food,-7013,-855350,Debit
2024-05-29,ATM Withdrawal,Cash,-1331,-856681,Debit
2025-05-09,Spotify,Entertainment,-2204,-858885,Debit
2024-07-31,Water Bill,Utilities,-331,-859216,Debit
2024-04-28,Swiggy,Food,-1043,-860259,Debit
2024-02-16,Water Bill,Utilities,-1119,-861378,Debit
2025-01-11,Medical Store,Health,-7606,-868984,Debit
2024-08-16,Received from Rahul,Transfer,-9160,-878144,Debit
2025-01-20,YouTube Premium,Entertainment,-5211,-883355,Debit
2024-11-19,Bonus,Income,14289,-869066,Credit
2024-01-06,Bonus,Income,4916,-864150,Credit
2024-12-14,YouTube Premium,Entertainment,-8475,-872625,Debit
2024-06-20,Flipkart Order,Shopping,-7863,-880488,Debit
2024-03-23,Cash Deposit,Cash,-9341,-889829,Debit
2024-08-22,UPI to Friend,Transfer,-5948,-895777,Debit
2024-05-27,Amazon Purchase,Shopping,-4812,-900589,Debit
2024-10-29,Cafe Coffee Day,Food,-6779,-907368,Debit
2024-06-07,Cash Deposit,Cash,-4937,-912305,Debit
2025-03-19,YouTube Premium,Entertainment,-3764,-916069,Debit
2025-02-05,Electricity Bill,Utilities,-3520,-919589,Debit
2025-01-07,Received from Rahul,Transfer,-7149,-926738,Debit
2025-01-23,YouTube Premium,Entertainment,-6572,-933310,Debit
2024-12-12,Medical Store,Health,-1512,-934822,Debit
2024-05-23,Interest Credit,Savings Interest,25484,-909338,Credit
2024-08-26,Medical Store,Health,-3881,-913219,Debit
2024-03-08,Amazon Purchase,Shopping,-6007,-919226,Debit
2024-11-08,Water Bill,Utilities,-2292,-921518,Debit
